	Dodge_018	Dodge_019	Dodge_021	Dodge_022	Dodge_024	Dodge_025	Dodge_026	Dodge_028	Dodge_029	Dodge_030	Dodge_034	Dodge_035	Dodge_036	Dodge_039	Dodge_040	Dodge_046	Dodge_048	Dodge_049	Dodge_051	Dodge_055	Dodge_057	Dodge_059	Dodge_061	Dodge_062	Dodge_063	Dodge_064	Dodge_069	Dodge_070	Dodge_071	Dodge_072	Dodge_073	Dodge_074	Dodge_076	Dodge_078	Dodge_079	Dodge_082	Dodge_087	Dodge_090	Dodge_092	Dodge_093	Dodge_094	Dodge_095	Dodge_096	Dodge_097	Dodge_098	Dodge_100	Dodge_104	Dodge_106	Dodge_107
Mcavernosa00034	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa00035	10	5	9	1	0	0	3	5	0	7	1	4	10	3	5	0	2	0	5	0	0	0	1	7	3	2	0	0	5	0	0	0	0	0	4	25	0	0	0	0	0	1	2	4	3	2	2	0	0
Mcavernosa00036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	1	212	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa00037	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa00038	2	0	1	0	0	1	1	3	0	1	1	0	2	0	2	0	3	0	4	0	1	1	0	1	0	2	0	0	3	0	0	0	0	0	1	0	0	0	1	29	0	1	2	1	1	4	1	0	0
Mcavernosa00043	0	0	0	3	0	0	3	2	18	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	5	6	1	0	0	0	0	0	10	0	0	0	0	1	0	5	0	1	0	0	0	0
Mcavernosa00044	2	2	2	0	0	2	1	3	0	0	1	3	0	0	0	0	2	0	2	0	0	1	1	1	1	2	0	0	0	0	1	1	0	1	1	0	0	0	3	2	1	0	2	0	2	2	3	0	0
Mcavernosa00045	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa00046	7	4	0	0	0	0	0	1	0	2	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	1	0	1	0	2	0	0
Mcavernosa00053	1	0	0	0	8	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	17	0	0	0	2	0	1	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa00054	1	0	0	4	0	0	0	0	0	0	0	0	6	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	15	5	0	0	0	2	0	0
Mcavernosa00055	5	0	0	1	200	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	1	27	0	261	0	0	0	23	0	0	0	0	0	0	7	0	6	1	3	0	0
Mcavernosa00056	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa00058	1	0	0	0	0	0	0	0	0	0	0	7	3	0	0	14	0	0	6	0	3	0	0	2	0	0	1	38	0	0	0	1	0	0	10	2	0	0	0	0	0	0	2	0	3	0	0	0	0
Mcavernosa00059	4	0	0	1	0	1	0	1	0	1	1	0	4	1	1	0	1	0	2	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1
Mcavernosa00060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	1	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa00061	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa00063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa00064	0	5	1	0	11	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	1	0	0	2	0	0
Mcavernosa00066	0	0	0	0	0	0	0	0	0	3	0	6	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	26	1	235	0	0	0	0	0	0	0	0	0	0	0	0	2	0	8	0	0
Mcavernosa00068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa00070	0	1	0	7	612	45	1	6	91	3	1	0	2	88	0	0	4	374	0	0	33	3	0	13	0	1	1	730	6	8	174	0	890	0	1	13	0	2	0	0	11	8	5	0	0	0	4	142	0
Mcavernosa00071	9	3	2	11	443	2	0	2	0	7	0	19	50	61	0	239	2	91	3	1151	94	1	1	85	16	7	109	18	16	102	149	164	739	0	24	14	0	532	0	13	0	0	10	1	13	78	21	599	18
Mcavernosa00072	0	0	3	0	0	2	0	0	0	0	2	0	3	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	7	13	0	384	0	0	0	0	0	0	1	0	0	0	0
Mcavernosa00073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa00075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa00076	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Mcavernosa00077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0
Mcavernosa00078	1	1	0	0	70	0	0	0	0	0	0	0	0	4	0	0	0	243	0	0	0	0	0	1	0	0	0	0	0	25	7	0	0	0	0	0	0	2	0	24	0	0	0	0	0	0	0	0	0
Mcavernosa00079	4	7	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	17	0	0	0	1	1	0	0	0	0
Mcavernosa00081	1	1	1	2	1	2	5	2	1	2	1	1	12	2	2	1	1	2	2	21	29	2	0	2	4	4	2	1	5	1	1	0	3	0	0	21	5	3	4	2	1	3	11	4	4	10	8	12	4
Mcavernosa00082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Mcavernosa00084	4	3	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Mcavernosa00086	2	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	4	0	0	0	64	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	139	0	0	1	3	0	0	0	0
Mcavernosa00088	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0
Mcavernosa00089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa00090	1	2	0	3	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0
Mcavernosa00091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Mcavernosa00092	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	1	1	0	0	1	0	0
Mcavernosa00094	13	1	0	19	1	8	5	1	0	1	7	0	14	0	2	0	3	0	4	0	40	0	113	11	0	140	0	0	5	0	0	0	0	0	2	14	0	0	0	19	0	0	0	0	2	0	0	0	0
Mcavernosa00095	18	5	1	13	0	14	8	4	0	10	4	0	17	0	12	0	3	0	0	0	67	5	1	9	5	2	0	1	4	0	0	1	0	0	13	5	0	0	1	1	0	1	3	1	0	2	4	0	4
Mcavernosa00096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa00097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa00098	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa00099	22	30	4	0	0	69	6	8	82	14	6	13	51	0	37	0	1	0	4	366	0	21	132	20	51	1	0	1	20	11	0	133	0	1	17	7	0	0	25	17	218	1	16	22	7	107	6	139	0
Mcavernosa00101	4	4	4	3	1	18	0	7	0	13	5	2	10	0	1	0	5	55	2	0	0	1	1	1	6	0	0	0	9	0	0	0	0	0	17	24	0	0	0	0	1	1	4	3	1	0	1	0	2
Mcavernosa00102	6	2	2	0	0	5	14	0	0	0	0	2	7	0	0	0	0	0	6	0	22	29	0	6	1	0	0	0	3	0	1	1	0	0	1	10	0	0	0	0	0	3	10	1	2	61	8	0	1
Mcavernosa00103	1	4	0	0	0	5	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	4	0	0	0	0	0	0	1	1	0	0	1	0	0
Mcavernosa00107	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	337	0	0	0	0	0	0	0	0
Mcavernosa00109	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Mcavernosa00111	45	6	12	11	86	13	34	41	30	34	22	57	16	78	11	0	6	9	12	455	40	30	38	77	26	3	10	476	42	122	20	3	929	2	114	80	36	295	27	1	246	3	13	6	23	5	30	261	5
Mcavernosa00115	14	6	3	40	1705	31	13	18	317	18	7	21	31	315	35	308	8	318	7	574	6	12	20	21	37	1	104	181	28	2	88	0	204	1	27	33	5	460	11	9	1349	19	16	18	16	5	28	159	5
Mcavernosa00117	3	0	1	0	0	25	6	8	0	4	0	2	1	77	1	37	4	0	4	0	0	0	0	17	0	0	0	0	11	0	0	1	0	0	3	12	0	0	0	0	0	2	0	1	1	0	5	0	0
Mcavernosa00118	3	3	0	0	0	1	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	14	0	173	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Mcavernosa00119	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Mcavernosa00120	31	6	5	1	0	3	15	12	1	10	16	1	21	0	22	0	10	213	8	0	4	5	2	44	24	1	0	28	17	29	0	262	0	0	7	8	2	0	2	20	0	3	2	5	10	0	8	156	0
Mcavernosa00121	1	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	94	0	0	1	0	0	0	0	0
Mcavernosa00123	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Mcavernosa00124	10	0	0	1	30	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	17	0	1	0	0	0	0	102	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa00129	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Mcavernosa00132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa00133	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	1	0	175	0	19	0	0	0	0	0	0	0	0	0	0	0	232	0
Mcavernosa00135	15	5	0	1	1	31	11	12	1	6	0	1	1	19	2	0	0	0	2	0	0	15	0	0	2	0	0	0	8	0	0	0	0	1	18	4	0	0	2	0	286	0	6	3	2	89	3	0	2
Mcavernosa00136	5	6	1	29	0	29	0	2	0	13	0	9	0	77	43	0	0	95	1	0	0	7	0	13	35	0	1	0	0	38	5	364	0	0	0	0	0	0	6	15	119	34	0	0	1	0	3	0	0
Mcavernosa00137	12	1	3	0	0	1	5	1	0	2	0	13	28	1	1	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0	53	0	0	0	3	0	1	193	0	28	1	1	2	0	0	1	2	0	0
Mcavernosa00138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa00139	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa00140	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0	0	0	0	0	0	0
Mcavernosa00144	4	1	1	0	0	0	0	4	0	1	0	0	3	0	0	0	0	0	1	0	0	0	39	3	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	14	1	0	0	0	1	0	0	1	0
Mcavernosa00146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Mcavernosa00157	1	3	0	3	98	0	2	0	0	4	0	1	0	0	1	0	0	0	1	0	1	3	0	2	0	4	0	0	2	5	1	0	252	0	1	1	0	168	0	19	523	6	9	1	2	2	2	131	0
Mcavernosa00159	3	0	0	0	1	0	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	1	2	0	0	1	1	0	0	0	0	0	0	0	0	0
Mcavernosa00160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa00161	1	0	0	1	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	23	0	0	0	0	0	0	0	1	38	0	0	0	0	0	0	0	0	0	0	0	8	1	0	0	0	0	0	0
Mcavernosa00163	0	0	0	6	161	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa00164	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Mcavernosa00166	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Mcavernosa00168	14	18	5	2	137	3	1	14	0	18	6	1	13	43	16	0	5	0	6	220	2	3	7	6	5	0	0	235	6	1	2	1	20	0	8	14	1	278	30	2	0	5	17	14	8	2	12	0	1
Mcavernosa00169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa00170	1	1	1	0	0	3	0	0	0	2	0	2	2	0	0	19	0	2	1	0	0	0	0	3	0	0	0	0	2	13	0	0	0	0	0	1	0	0	0	0	0	0	1	2	1	0	2	0	0
Mcavernosa00175	1	5	2	0	0	1	24	4	0	5	3	2	0	0	6	0	2	0	3	0	0	3	2	1	4	0	0	0	1	0	0	0	0	0	3	4	2	0	3	0	0	3	2	1	2	2	5	0	1
Mcavernosa00176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa00180	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	99	0	0	0	0	0	0	0	0
Mcavernosa00183	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa00184	13	1	1	0	0	0	0	2	0	1	2	3	0	64	27	0	1	0	2	0	0	9	0	1	9	0	0	1	9	1	3	1	0	0	18	0	1	0	1	0	0	1	1	0	3	0	0	0	0
Mcavernosa00185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa00186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Mcavernosa00187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa00190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Mcavernosa00191	0	1	0	0	0	0	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	201	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa00193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa00194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa00195	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa00197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa00199	1	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa00200	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
Mcavernosa00202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa00205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Mcavernosa00208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Mcavernosa00212	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
Mcavernosa00215	1	1	2	0	4	0	0	1	40	1	0	0	0	223	1	0	0	2	0	0	0	1	0	16	14	0	0	0	0	0	1	0	0	1	1	0	0	0	0	7	1	1	0	0	0	0	0	0	0
Mcavernosa00217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa00218	2	0	2	0	0	1	4	3	3	24	0	3	0	25	1	0	21	0	2	11	7	8	1	0	2	0	0	5	3	131	84	2	0	0	31	4	0	6	0	0	0	17	0	0	1	0	8	176	0
Mcavernosa00221	4	1	1	0	4	0	0	0	1	1	0	0	1	2	0	0	0	16	0	0	0	0	0	12	1	0	1	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	2	0
Mcavernosa00222	3	2	0	0	0	0	0	1	0	0	0	15	0	38	17	0	0	0	0	0	0	0	1	0	1	0	0	0	0	186	0	235	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
Mcavernosa00223	5	0	0	0	1	24	7	4	0	0	6	8	0	80	4	0	0	0	1	0	0	11	33	12	4	24	0	18	12	75	366	2	1	22	23	6	0	354	0	13	0	14	0	0	0	11	1	231	0
