	Dodge_018	Dodge_019	Dodge_021	Dodge_022	Dodge_024	Dodge_025	Dodge_026	Dodge_028	Dodge_029	Dodge_030	Dodge_034	Dodge_035	Dodge_036	Dodge_039	Dodge_040	Dodge_046	Dodge_048	Dodge_049	Dodge_051	Dodge_055	Dodge_057	Dodge_059	Dodge_061	Dodge_062	Dodge_063	Dodge_064	Dodge_069	Dodge_070	Dodge_071	Dodge_072	Dodge_073	Dodge_074	Dodge_076	Dodge_078	Dodge_079	Dodge_082	Dodge_087	Dodge_090	Dodge_092	Dodge_093	Dodge_094	Dodge_095	Dodge_096	Dodge_097	Dodge_098	Dodge_100	Dodge_104	Dodge_106	Dodge_107
Mcavernosa06919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa06921	1	0	1	1	0	0	0	2	0	2	1	0	4	0	5	0	0	0	0	0	0	7	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	1	2	0	2	0	0
Mcavernosa06923	1	0	7	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0
Mcavernosa06926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Mcavernosa06927	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
Mcavernosa06928	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
Mcavernosa06929	12	2	0	1	3	23	3	24	0	0	0	1	0	1	0	0	0	0	0	0	0	8	1	0	5	0	0	0	0	4	131	4	0	0	16	6	0	0	0	0	1	1	5	0	1	1	6	1	1
Mcavernosa06930	2	2	1	1	22	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	33	0	1	0	0	2	0	0	1	0	2	0	0	0	0	10	0	191	6	0	0	0	4	2	1	0	7	0	0
Mcavernosa06931	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa06932	2	0	1	1	0	1	2	2	1	2	1	0	1	1	1	0	2	0	2	0	1	2	1	2	1	0	0	0	3	1	0	1	0	0	2	1	0	0	0	0	129	0	0	1	2	1	1	0	0
Mcavernosa06936	0	3	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	2	1	0	0	0	0	0	0
Mcavernosa06937	2	0	0	0	2	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Mcavernosa06938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa06939	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Mcavernosa06944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa06949	6	0	0	92	0	0	0	0	0	7	0	0	0	0	0	0	0	1	0	66	0	0	0	0	0	0	0	0	0	12	2	104	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Mcavernosa06950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa06954	0	0	0	0	1	0	0	1	0	1	1	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	27	22	303	7	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa06955	31	9	34	51	2	32	41	36	160	179	65	30	34	66	52	2	15	293	13	1840	26	70	5	134	46	93	5	549	40	283	12	230	1440	3	162	101	9	161	19	7	66	36	3	40	54	164	50	5	31
Mcavernosa06956	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	16	0	0	0	0	0	0	0
Mcavernosa06958	2	1	1	0	0	2	1	6	0	3	0	2	2	38	3	0	2	0	0	0	3	10	0	2	1	1	24	0	5	0	5	1	0	1	5	3	0	56	0	1	368	1	0	0	3	1	4	0	3
Mcavernosa06959	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Mcavernosa06963	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
Mcavernosa06964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa06965	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa06966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa06967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Mcavernosa06969	1	3	0	1	153	0	0	2	55	1	0	6	0	32	0	0	0	179	0	3	0	0	0	1	1	0	0	0	2	3	195	0	0	2	0	2	0	0	0	0	451	0	0	0	0	0	0	0	0
Mcavernosa06970	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	7	0	0	0	0	0	182	0	0	0	68	0	0	0	0	0	0	0	0
Mcavernosa06971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa06973	19	2	1	2	0	8	1	5	0	7	7	0	11	0	9	2	17	1	1	0	8	3	26	6	8	1	0	0	14	0	162	0	0	0	4	1	0	0	3	12	1	8	1	2	4	0	19	0	0
Mcavernosa06975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa06976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa06977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa06978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa06979	17	3	1	14	1	1	1	5	10	1	4	0	97	0	1	0	2	47	1	205	31	2	2	25	1	1	6	0	10	0	1	0	1	0	4	2	0	27	1	1	148	1	1	2	3	1	5	0	1
Mcavernosa06982	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa06984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa06986	0	6	0	13	0	0	0	2	0	0	0	12	6	19	20	0	0	0	0	0	0	0	36	1	0	1	0	0	10	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	5	0	0
Mcavernosa06988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa06989	0	0	0	0	1	64	0	0	1	1	0	0	0	55	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Mcavernosa06990	0	0	0	0	0	1	0	3	0	1	0	0	1	0	2	0	0	0	1	0	0	1	0	2	0	1	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0
Mcavernosa06991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa06996	2	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0	0
Mcavernosa06997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa06998	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
Mcavernosa07000	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	10	0	0	0	0	0	32	0	0	6	5	0	0	0	0	0	0	70	27	0	257	0	0	0	4	0	0	61	0
Mcavernosa07002	0	0	0	0	0	0	1	0	0	0	0	7	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0
Mcavernosa07003	2	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa07004	6	1	0	1	0	0	0	2	0	4	3	0	0	0	16	0	0	1	0	0	21	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	18	0	3	0	0	0	0	4	0	0
Mcavernosa07006	2	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa07007	9	1	9	2	0	0	18	9	0	6	16	2	23	0	11	4	5	0	4	824	2	2	2	2	3	0	0	0	8	1	1	12	0	0	19	6	0	0	0	25	0	1	2	1	3	2	11	0	0
Mcavernosa07013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
Mcavernosa07015	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0
Mcavernosa07021	0	0	0	0	0	0	1	0	69	3	1	0	27	47	0	0	1	5	1	0	0	1	0	0	0	0	0	8	1	1	0	0	1	52	0	0	0	0	0	0	139	0	3	1	0	0	0	0	0
Mcavernosa07022	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	159	3	0	5	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa07023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa07024	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa07030	0	1	1	0	0	0	2	0	0	4	1	5	0	0	0	0	1	0	0	0	0	0	0	14	1	184	0	0	1	0	0	0	0	0	3	1	0	0	0	0	0	0	0	1	0	0	0	0	0
Mcavernosa07031	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	224	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa07043	0	0	0	1	0	0	15	0	0	6	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	1	0	0
Mcavernosa07044	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	1	0	0
Mcavernosa07046	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa07048	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	89	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	3	0	0
Mcavernosa07049	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa07051	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0
Mcavernosa07052	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	13	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa07053	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	6	0	0	6	0	0	23	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	11	0	0
Mcavernosa07054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa07055	13	1	2	0	0	12	0	12	0	12	18	0	76	0	15	30	6	0	8	0	0	22	0	10	9	0	0	0	6	11	0	133	0	0	56	9	0	0	7	25	1	0	4	3	6	1	2	0	0
Mcavernosa07058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa07059	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
Mcavernosa07060	1	0	1	0	0	0	1	2	0	0	0	0	2	0	1	0	2	0	3	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa07064	1	0	1	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0
Mcavernosa07065	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	3	0	0
Mcavernosa07066	0	0	0	0	1	0	0	0	0	0	0	0	1	4	0	0	1	0	1	0	0	0	0	0	0	1	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	4	1	2	0	11	0	0
Mcavernosa07069	10	4	9	92	1471	6	1	6	429	22	5	57	14	330	31	64	2	685	14	1376	15	44	224	86	42	223	148	177	28	787	1628	488	3096	24	138	34	2	8138	0	1	455	35	0	0	9	31	60	967	0
Mcavernosa07070	185	101	18	83	123	7	8	48	119	187	48	134	174	813	22	187	18	781	51	4198	162	36	173	424	121	352	453	167	102	693	1747	2216	1	2	294	355	236	1301	40	29	461	27	1	29	106	10	117	830	100
Mcavernosa07072	2	1	2	5	0	3	4	3	0	6	4	1	20	1	8	2	3	0	1	0	1	1	0	4	13	2	0	1	4	0	0	0	0	0	11	5	0	0	0	0	122	1	7	2	11	2	4	0	2
Mcavernosa07073	3	2	0	1	185	0	0	0	0	1	0	1	1	0	0	0	1	13	3	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	2	0	0	0	0	2	232	0	1	0	0	0	0	0	0
Mcavernosa07075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Mcavernosa07079	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa07080	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	157	0	0	0	0	0	8	0	1	0	0	0	0	3	30	0	236	859	0	0	0	0	0	0	16	235	1	0	0	0	0	16	0	19
Mcavernosa07081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa07083	7	9	2	4	4	5	20	7	0	6	3	2	28	1	5	2	9	0	2	1	6	7	3	3	9	11	2	0	22	1	0	1	0	0	5	13	1	0	5	2	2	1	8	3	3	7	3	0	1
Mcavernosa07084	23	4	3	1	4	2	12	3	36	20	2	12	2	9	37	0	11	12	1	561	60	42	52	4	2	7	145	17	12	135	145	0	0	1	20	4	113	441	4	2	319	4	15	5	18	6	33	33	2
Mcavernosa07087	1	0	0	0	0	0	0	3	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa07098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa07101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa07103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa07104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa07105	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa07107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa07108	1	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	3	0	32	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0
Mcavernosa07109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa07110	6	33	0	52	538	42	0	0	157	0	1	1	0	3	0	0	0	71	0	390	25	26	5	33	14	394	369	377	3	103	288	0	0	320	12	19	1	196	76	0	3866	19	10	8	0	50	39	0	0
Mcavernosa07111	0	0	0	1	0	2	1	6	0	1	4	0	1	1	4	0	1	0	1	0	2	1	2	4	2	0	0	1	6	0	0	0	0	0	4	3	2	0	0	0	0	0	0	1	1	0	1	0	0
Mcavernosa07113	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa07124	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa07125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0
Mcavernosa07127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa07128	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Mcavernosa07129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa07130	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa07131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Mcavernosa07136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa07141	12	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	6	10	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Mcavernosa07142	3	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	1	0	0	0	1	0	0
Mcavernosa07143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa07145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa07146	1	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	9	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Mcavernosa07148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa07151	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa07156	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa07157	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0
Mcavernosa07159	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa07160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa07169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa07171	1	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0
Mcavernosa07172	0	2	3	0	0	1	21	6	0	1	0	23	3	1	0	0	0	0	2	0	0	1	0	3	2	0	0	0	2	0	0	0	0	0	2	14	0	0	0	1	112	1	2	0	0	0	0	0	0
Mcavernosa07176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa07177	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	3	2	1	1	2	5	0	0
Mcavernosa07178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa07179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcavernosa07180	7	1	2	0	0	1	1	6	0	2	0	0	3	0	0	0	1	0	0	0	0	4	0	0	1	0	0	0	3	0	0	0	0	0	10	2	0	0	0	0	0	0	0	0	0	1	0	0	0
Mcavernosa07182	15	14	0	0	0	47	5	6	0	4	0	15	29	133	12	0	3	1	4	0	0	9	0	49	16	0	0	239	6	9	218	29	937	0	40	27	0	0	6	10	1	0	3	0	2	0	8	188	0
